Drug A,Drug B,Cell Line Name,Score
Thalidomide,Vinblastine sulfate (hydrate),HOP-92,-2.2222222222222223
Sirolimus,Vinblastine sulfate (hydrate),NCI-H522,-3.0
Romidepsin,Nilotinib,RPMI-8226,-0.1111111111111111
Vinblastine sulfate (hydrate),Paclitaxel,UO-31,-2.1111111111111107
Everolimus,Cladribine,OVCAR-3,1.5555555555555556
Thalidomide,Docetaxel,OVCAR-4,-9.333333333333334
Dasatinib,Paclitaxel,LOX IMVI,9.111111111111107
Everolimus,Docetaxel,HCT-15,-2.7777777777777777
Fulvestrant,Tretinoin,U251,0.3333333333333333
Romidepsin,Sirolimus,UACC-257,1.3333333333333333
Vinblastine sulfate (hydrate),Paclitaxel,U251,-6.222222222222222
Vorinostat,Tretinoin,NCI-H226,-6.222222222222222
Everolimus,Nilotinib,NCI-H522,-4.777777777777779
Quinacrine hydrochloride,Tretinoin,NCI-H522,-5.5555555555555545
Thalidomide,Sirolimus,OVCAR-3,-4.888888888888889
Everolimus,Dasatinib,HT29,1.1111111111111112
Romidepsin,Tretinoin,K-562,0.4444444444444444
Tretinoin,Celecoxib,U251,-8.222222222222221
Docetaxel,Cladribine,UO-31,0.1111111111111111
Dasatinib,Tretinoin,HCT-116,5.0
Romidepsin,Docetaxel,UACC-257,2.6666666666666665
Vinblastine sulfate (hydrate),Vorinostat,IGROV1,-3.0
Sirolimus,Vinblastine sulfate (hydrate),NCI-H23,-5.5555555555555545
Quinacrine hydrochloride,Docetaxel,HS 578T,0.7777777777777778
Romidepsin,Imatinib mesylate,OVCAR-3,-0.7777777777777778
Sirolimus,Cladribine,MDA-MB-468,-4.666666666666667
Sorafenib tosylate,Cladribine,UO-31,0.6666666666666666
Vorinostat,Imatinib mesylate,HL-60(TB),-19.555555555555557
Imatinib mesylate,Tretinoin,MCF7,-9.777777777777779
Quinacrine hydrochloride,Cladribine,NCI-H23,-2.4444444444444446
Fulvestrant,Imatinib mesylate,OVCAR-4,-5.4444444444444455
Dasatinib,Romidepsin,DU-145,-8.0
Vorinostat,Docetaxel,NCI-H322M,-4.4444444444444455
Sorafenib tosylate,Romidepsin,KM12,-7.0
Thalidomide,Tretinoin,SF-295,-6.5555555555555545
Thalidomide,Cladribine,UACC-62,8.222222222222221
Dasatinib,Docetaxel,MCF7,-3.4444444444444446
Vorinostat,Romidepsin,SW-620,-2.888888888888889
Romidepsin,Imatinib mesylate,KM12,2.333333333333333
Mitotane,Celecoxib,DU-145,-2.333333333333333
Vinblastine sulfate (hydrate),Romidepsin,SK-OV-3,-0.5555555555555556
Vorinostat,Tamoxifen citrate,SF-268,-18.22222222222221
Romidepsin,Sirolimus,T-47D,-7.555555555555554
Docetaxel,Nilotinib,HL-60(TB),19.555555555555557
Paclitaxel,Tretinoin,K-562,31.33333333333333
Fulvestrant,Vorinostat,SK-MEL-28,2.333333333333333
Thalidomide,Paclitaxel,UACC-257,-4.4444444444444455
Docetaxel,Paclitaxel,A498,2.2222222222222223
Romidepsin,Docetaxel,K-562,-0.8888888888888888
Docetaxel,Tretinoin,PC-3,5.888888888888888
Vinblastine sulfate (hydrate),Romidepsin,EKVX,-4.333333333333333
Everolimus,Tretinoin,RPMI-8226,6.666666666666668
Everolimus,Cladribine,SW-620,-2.7777777777777777
Dasatinib,Nilotinib,PC-3,-3.555555555555556
Vinblastine sulfate (hydrate),Cladribine,MDA-MB-468,-8.0
Thalidomide,Sirolimus,HT29,0.7777777777777778
Cladribine,Celecoxib,NCI-H460,-10.555555555555557
Sorafenib tosylate,Nilotinib,HS 578T,-7.777777777777778
Mitotane,Everolimus,SK-OV-3,-5.333333333333333
Paclitaxel,Celecoxib,KM12,17.444444444444443
Dasatinib,Celecoxib,NCI-H322M,-2.555555555555556
Fulvestrant,Celecoxib,KM12,-3.0
Fulvestrant,Imatinib mesylate,NCI-H23,-8.333333333333334
Sorafenib tosylate,Celecoxib,HOP-92,-9.111111111111107
Everolimus,Tretinoin,KM12,-10.0
Mitotane,Imatinib mesylate,SF-295,-1.6666666666666667
Docetaxel,Tamoxifen citrate,UACC-62,9.333333333333334
Sorafenib tosylate,Celecoxib,SK-OV-3,-3.4444444444444446
Sorafenib tosylate,Nilotinib,HOP-62,-7.555555555555554
Fulvestrant,Romidepsin,U251,7.1111111111111125
Romidepsin,Nilotinib,UO-31,-6.0
Vinblastine sulfate (hydrate),Nilotinib,EKVX,-4.4444444444444455
Fulvestrant,Nilotinib,DU-145,-1.1111111111111112
Docetaxel,Fulvestrant,SK-MEL-28,14.888888888888893
Quinacrine hydrochloride,Paclitaxel,BT-549,-6.4444444444444455
Fulvestrant,Tretinoin,UO-31,-1.6666666666666667
Mitotane,Paclitaxel,OVCAR-3,-6.333333333333332
Nilotinib,Vinblastine sulfate (hydrate),HL-60(TB),3.6666666666666665
Everolimus,Imatinib mesylate,T-47D,-11.888888888888893
Paclitaxel,Nilotinib,SF-539,22.777777777777786
Docetaxel,Tamoxifen citrate,NCI-H322M,-1.6666666666666667
Nilotinib,Cladribine,HOP-92,0.3333333333333333
Vinblastine sulfate (hydrate),Celecoxib,IGROV1,-7.4444444444444455
Romidepsin,Imatinib mesylate,NCI-H522,-5.888888888888888
Sorafenib tosylate,Tretinoin,HS 578T,7.555555555555554
Sirolimus,Vinblastine sulfate (hydrate),SF-268,-1.5555555555555556
Mitotane,Tretinoin,NCI-H322M,-6.777777777777778
Cladribine,Celecoxib,ACHN,0.2222222222222222
Docetaxel,Celecoxib,SW-620,12.222222222222221
Vinblastine sulfate (hydrate),Dasatinib,LOX IMVI,-4.111111111111111
Docetaxel,Imatinib mesylate,NCI-H460,16.333333333333332
Vinblastine sulfate (hydrate),Nilotinib,HCT-15,-11.333333333333336
Docetaxel,Fulvestrant,HS 578T,3.6666666666666665
Sorafenib tosylate,Celecoxib,A498,-4.111111111111111
Everolimus,Imatinib mesylate,NCI-H226,-10.111111111111107
Quinacrine hydrochloride,Paclitaxel,IGROV1,3.555555555555556
Sirolimus,Nilotinib,T-47D,-22.555555555555557
Sorafenib tosylate,Docetaxel,SK-MEL-5,31.44444444444445
Thalidomide,Mitotane,K-562,-13.555555555555555
Thalidomide,Docetaxel,UACC-62,-2.333333333333333
Thalidomide,Tamoxifen citrate,SK-MEL-28,-1.7777777777777777
Paclitaxel,Nilotinib,SK-MEL-5,8.333333333333334
Dasatinib,Nilotinib,DU-145,-11.888888888888893
Romidepsin,Celecoxib,SK-MEL-5,-8.0
Paclitaxel,Celecoxib,SK-MEL-5,27.555555555555557
Dasatinib,Tretinoin,UACC-62,0.1111111111111111
Everolimus,Paclitaxel,K-562,-8.222222222222221
Sorafenib tosylate,Cladribine,NCI-H23,-3.111111111111111
Nilotinib,Cladribine,OVCAR-3,1.1111111111111112
Paclitaxel,Tamoxifen citrate,HL-60(TB),28.11111111111111
Docetaxel,Celecoxib,UACC-62,19.555555555555557
Vorinostat,Tretinoin,T-47D,7.333333333333332
Vinblastine sulfate (hydrate),Celecoxib,SK-OV-3,-4.333333333333333
Fulvestrant,Celecoxib,RPMI-8226,-10.666666666666666
Docetaxel,Paclitaxel,SK-MEL-28,0.3333333333333333
Sorafenib tosylate,Sirolimus,EKVX,-4.4444444444444455
Dasatinib,Docetaxel,OVCAR-4,-1.0
Imatinib mesylate,Tamoxifen citrate,NCI-H23,1.1111111111111112
Everolimus,Imatinib mesylate,UACC-257,-10.222222222222221
Everolimus,Vorinostat,HCT-116,-8.11111111111111
Vorinostat,Tamoxifen citrate,HCT-116,-6.4444444444444455
Fulvestrant,Everolimus,DU-145,15.777777777777779
Everolimus,Docetaxel,OVCAR-4,2.555555555555556
Cladribine,Celecoxib,MDA-MB-231/ATCC,-4.111111111111111
Tretinoin,Celecoxib,OVCAR-4,1.4444444444444444
Everolimus,Vorinostat,SW-620,0.6666666666666666
Vinblastine sulfate (hydrate),Dasatinib,HL-60(TB),0.0
Everolimus,Nilotinib,SK-MEL-28,-41.333333333333336
Thalidomide,Paclitaxel,NCI-H322M,1.8888888888888888
Vorinostat,Celecoxib,K-562,-5.0
Fulvestrant,Everolimus,NCI-H322M,3.2222222222222223
Quinacrine hydrochloride,Paclitaxel,K-562,5.111111111111111
Vorinostat,Tretinoin,HL-60(TB),16.0
Tretinoin,Celecoxib,NCI-H23,1.0
Dasatinib,Tamoxifen citrate,UO-31,9.222222222222221
Fulvestrant,Celecoxib,NCI-H460,-4.5555555555555545
Sirolimus,Tamoxifen citrate,IGROV1,11.666666666666664
Nilotinib,Mitotane,PC-3,-3.888888888888889
Tamoxifen citrate,Celecoxib,SK-OV-3,0.0
Sirolimus,Vinblastine sulfate (hydrate),KM12,-2.7777777777777777
Quinacrine hydrochloride,Tamoxifen citrate,SF-295,-9.555555555555557
Romidepsin,Vinblastine sulfate (hydrate),UACC-62,4.888888888888889
Fulvestrant,Sirolimus,SK-OV-3,-7.222222222222222
Everolimus,Celecoxib,MDA-MB-468,3.111111111111111
Thalidomide,Mitotane,EKVX,1.5555555555555556
Dasatinib,Cladribine,UO-31,-4.5555555555555545
Quinacrine hydrochloride,Tamoxifen citrate,UACC-62,0.4444444444444444
Sirolimus,Tamoxifen citrate,SF-539,2.555555555555556
Vinblastine sulfate (hydrate),Sirolimus,A498,-5.5555555555555545
Quinacrine hydrochloride,Cladribine,SF-295,-5.333333333333333
Nilotinib,Celecoxib,BT-549,-8.777777777777779
Vinblastine sulfate (hydrate),Imatinib mesylate,KM12,8.11111111111111
Vorinostat,Cladribine,SF-539,-2.2222222222222223
Vinblastine sulfate (hydrate),Romidepsin,UACC-62,-0.4444444444444444
Tretinoin,Celecoxib,MDA-MB-231/ATCC,-6.5555555555555545
Sorafenib tosylate,Celecoxib,OVCAR-4,-6.0
Everolimus,Celecoxib,NCI-H322M,-5.777777777777778
Quinacrine hydrochloride,Mitotane,UACC-257,3.555555555555556
Nilotinib,Cladribine,NCI-H460,-0.5555555555555556
Dasatinib,Sirolimus,UACC-257,-6.1111111111111125
Vorinostat,Tamoxifen citrate,MDA-MB-468,-5.4444444444444455
Vinblastine sulfate (hydrate),Celecoxib,HOP-92,-4.4444444444444455
Paclitaxel,Sirolimus,MDA-MB-468,1.5555555555555556
Vinblastine sulfate (hydrate),Tretinoin,IGROV1,2.4444444444444446
Mitotane,Imatinib mesylate,OVCAR-4,-5.777777777777778
Imatinib mesylate,Celecoxib,SF-539,-2.333333333333333
Quinacrine hydrochloride,Tamoxifen citrate,PC-3,-1.4444444444444444
Tamoxifen citrate,Cladribine,UACC-257,-4.888888888888889
Quinacrine hydrochloride,Paclitaxel,MDA-MB-468,-1.1111111111111112
Sorafenib tosylate,Sirolimus,OVCAR-8,-0.2222222222222222
Tamoxifen citrate,Cladribine,NCI-H460,0.1111111111111111
Fulvestrant,Dasatinib,CAKI-1,-2.7777777777777777
Dasatinib,Tamoxifen citrate,DU-145,-5.777777777777778
Thalidomide,Tretinoin,UACC-62,-2.555555555555556
Fulvestrant,Sirolimus,PC-3,-0.5555555555555556
Docetaxel,Paclitaxel,NCI-H322M,-22.555555555555557
Sorafenib tosylate,Tamoxifen citrate,T-47D,-0.3333333333333333
Sorafenib tosylate,Celecoxib,NCI-H226,-3.6666666666666665
Docetaxel,Sirolimus,T-47D,11.444444444444445
Fulvestrant,Imatinib mesylate,NCI-H460,-4.0
Nilotinib,Tamoxifen citrate,MDA-MB-231/ATCC,-14.333333333333336
Nilotinib,Celecoxib,SW-620,-9.888888888888893
Romidepsin,Vinblastine sulfate (hydrate),UACC-257,-1.0
Sorafenib tosylate,Nilotinib,A549/ATCC,-3.7777777777777777
Mitotane,Tamoxifen citrate,SF-268,-2.0
Vinblastine sulfate (hydrate),Paclitaxel,IGROV1,-2.333333333333333
Vinblastine sulfate (hydrate),Vorinostat,SK-OV-3,-11.0
Mitotane,Tamoxifen citrate,HCT-116,0.5555555555555556
Nilotinib,Tretinoin,NCI-H322M,-31.555555555555557
Mitotane,Tretinoin,MDA-MB-468,-0.6666666666666666
Fulvestrant,Dasatinib,UACC-257,0.5555555555555556
Vinblastine sulfate (hydrate),Everolimus,A549/ATCC,-2.333333333333333
Sorafenib tosylate,Everolimus,UACC-257,-0.7777777777777778
Thalidomide,Tamoxifen citrate,MDA-MB-468,-3.111111111111111
Vorinostat,Paclitaxel,HL-60(TB),-22.44444444444445
Sorafenib tosylate,Celecoxib,NCI-H522,-4.777777777777779
Tamoxifen citrate,Tretinoin,T-47D,-15.777777777777779
Tretinoin,Celecoxib,RPMI-8226,-0.7777777777777778
Mitotane,Nilotinib,LOX IMVI,-16.11111111111111
Imatinib mesylate,Celecoxib,IGROV1,-5.888888888888888
Paclitaxel,Tamoxifen citrate,IGROV1,15.111111111111107
Nilotinib,Vinblastine sulfate (hydrate),NCI-H460,-0.8888888888888888
Sorafenib tosylate,Cladribine,MDA-MB-468,-1.8888888888888888
Paclitaxel,Tamoxifen citrate,SK-MEL-5,27.66666666666667
Quinacrine hydrochloride,Mitotane,KM12,-1.2222222222222223
Vinblastine sulfate (hydrate),Celecoxib,SF-539,-4.2222222222222205
Fulvestrant,Dasatinib,SF-539,8.444444444444445
Paclitaxel,Tamoxifen citrate,SF-539,40.66666666666666
Sorafenib tosylate,Paclitaxel,SK-MEL-5,18.11111111111111
Sorafenib tosylate,Celecoxib,K-562,-9.0
Docetaxel,Sirolimus,MDA-MB-231/ATCC,4.666666666666667
Dasatinib,Tamoxifen citrate,HCT-116,-0.4444444444444444
Docetaxel,Cladribine,SK-MEL-28,-3.888888888888889
Sorafenib tosylate,Tamoxifen citrate,SK-MEL-28,-6.222222222222222
Fulvestrant,Everolimus,KM12,10.111111111111107
Sirolimus,Celecoxib,PC-3,7.222222222222222
Tamoxifen citrate,Tretinoin,NCI-H226,-1.7777777777777777
Tamoxifen citrate,Celecoxib,IGROV1,-1.8888888888888888
Mitotane,Nilotinib,HT29,-4.5555555555555545
Docetaxel,Vinblastine sulfate (hydrate),DU-145,-3.6666666666666665
Tretinoin,Celecoxib,SF-268,-25.777777777777786
Sirolimus,Vinblastine sulfate (hydrate),NCI-H460,-0.6666666666666666
Fulvestrant,Imatinib mesylate,MDA-MB-231/ATCC,-6.222222222222222
Vinblastine sulfate (hydrate),Tretinoin,CAKI-1,4.333333333333333
Romidepsin,Sirolimus,NCI-H226,-1.1111111111111112
Mitotane,Nilotinib,SK-MEL-5,-9.888888888888893
Nilotinib,Vinblastine sulfate (hydrate),OVCAR-3,-1.3333333333333333
Sirolimus,Nilotinib,KM12,-6.1111111111111125
Fulvestrant,Nilotinib,OVCAR-3,1.5555555555555556
Dasatinib,Paclitaxel,IGROV1,3.4444444444444446
Tamoxifen citrate,Tretinoin,IGROV1,-2.0
Romidepsin,Imatinib mesylate,HCT-116,-0.1111111111111111
Cladribine,Celecoxib,EKVX,-10.666666666666666
Mitotane,Dasatinib,CAKI-1,-1.4444444444444444
Fulvestrant,Vorinostat,HCT-15,1.3333333333333333
Vinblastine sulfate (hydrate),Cladribine,HCT-15,-2.888888888888889
Sorafenib tosylate,Romidepsin,SF-268,0.2222222222222222
Quinacrine hydrochloride,Cladribine,HOP-92,-2.4444444444444446
Vinblastine sulfate (hydrate),Romidepsin,SK-MEL-5,2.555555555555556
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),A498,0.5555555555555556
Fulvestrant,Tamoxifen citrate,NCI-H23,-3.2222222222222223
Nilotinib,Mitotane,T-47D,2.555555555555556
Tamoxifen citrate,Celecoxib,PC-3,-1.6666666666666667
Fulvestrant,Tretinoin,SF-268,-4.111111111111111
Everolimus,Tamoxifen citrate,HL-60(TB),1.3333333333333333
Thalidomide,Vinblastine sulfate (hydrate),MDA-MB-468,1.4444444444444444
Nilotinib,Tretinoin,EKVX,-4.5555555555555545
Vinblastine sulfate (hydrate),Vorinostat,RPMI-8226,1.2222222222222223
Sirolimus,Imatinib mesylate,OVCAR-4,-1.4444444444444444
Sorafenib tosylate,Cladribine,IGROV1,-10.111111111111107
Quinacrine hydrochloride,Docetaxel,MDA-MB-231/ATCC,5.5555555555555545
Thalidomide,Vinblastine sulfate (hydrate),CAKI-1,-2.2222222222222223
Dasatinib,Tretinoin,SW-620,-1.6666666666666667
Romidepsin,Celecoxib,LOX IMVI,-6.666666666666668
Everolimus,Tretinoin,NCI-H522,-2.555555555555556
Fulvestrant,Dasatinib,ACHN,-3.0
Vorinostat,Tretinoin,UACC-62,3.2222222222222223
Mitotane,Nilotinib,SK-OV-3,-8.444444444444445
Imatinib mesylate,Tretinoin,SK-MEL-28,1.8888888888888888
Gefitinib,Lenalidomide,SF-268,2.4444444444444446
Dasatinib,Imatinib mesylate,SW-620,-3.7777777777777777
Dasatinib,Celecoxib,SF-539,-1.4444444444444444
Fulvestrant,Tretinoin,OVCAR-8,-1.1111111111111112
Vinblastine sulfate (hydrate),Tretinoin,SK-OV-3,1.5555555555555556
Vorinostat,Tretinoin,OVCAR-8,-7.888888888888887
Thalidomide,Sirolimus,MCF7,0.1111111111111111
Sirolimus,Imatinib mesylate,SW-620,-4.2222222222222205
Tamoxifen citrate,Cladribine,T-47D,-1.4444444444444444
Everolimus,Dasatinib,BT-549,-3.2222222222222223
Vinblastine sulfate (hydrate),Sirolimus,RPMI-8226,1.1111111111111112
Mitotane,Docetaxel,K-562,14.111111111111107
Quinacrine hydrochloride,Mitotane,HCT-15,4.5555555555555545
Nilotinib,Mitotane,SF-295,-10.666666666666666
Vinblastine sulfate (hydrate),Celecoxib,SW-620,-3.111111111111111
Docetaxel,Paclitaxel,PC-3,2.2222222222222223
Paclitaxel,Sirolimus,T-47D,-8.666666666666666
Sorafenib tosylate,Docetaxel,MCF7,1.1111111111111112
Nilotinib,Celecoxib,HCT-116,-4.777777777777779
Fulvestrant,Vorinostat,NCI-H522,-2.2222222222222223
Imatinib mesylate,Celecoxib,SF-268,-10.111111111111107
Everolimus,Sirolimus,DU-145,2.333333333333333
Thalidomide,Cladribine,SK-MEL-28,-1.2222222222222223
Vorinostat,Celecoxib,NCI-H460,-6.4444444444444455
Dasatinib,Cladribine,NCI-H226,-3.555555555555556
Everolimus,Vorinostat,SK-MEL-28,-13.333333333333336
Mitotane,Celecoxib,HCT-116,-3.111111111111111
Sirolimus,Imatinib mesylate,SF-268,-9.777777777777779
Fulvestrant,Imatinib mesylate,MCF7,-3.2222222222222223
Thalidomide,Mitotane,HOP-62,-5.5555555555555545
Quinacrine hydrochloride,Docetaxel,SK-OV-3,-7.777777777777778
Fulvestrant,Paclitaxel,CAKI-1,-6.222222222222222
Mitotane,Dasatinib,UACC-257,-1.2222222222222223
Tamoxifen citrate,Celecoxib,UACC-257,-1.1111111111111112
Sorafenib tosylate,Cladribine,OVCAR-3,-3.4444444444444446
Nilotinib,Celecoxib,ACHN,-1.7777777777777777
Sorafenib tosylate,Vorinostat,HS 578T,-3.111111111111111
Mitotane,Dasatinib,RPMI-8226,-19.88888888888889
Sorafenib tosylate,Everolimus,LOX IMVI,-14.666666666666664
Vorinostat,Romidepsin,SK-MEL-28,1.2222222222222223
Thalidomide,Vinblastine sulfate (hydrate),MCF7,-7.222222222222222
Everolimus,Dasatinib,RPMI-8226,6.5555555555555545
Paclitaxel,Sirolimus,OVCAR-3,13.333333333333336
Sorafenib tosylate,Cladribine,SK-MEL-28,-8.666666666666666
Mitotane,Cladribine,HT29,-0.3333333333333333
Vinblastine sulfate (hydrate),Tretinoin,OVCAR-8,0.0
Quinacrine hydrochloride,Paclitaxel,NCI-H226,-1.4444444444444444
Vinblastine sulfate (hydrate),Paclitaxel,K-562,0.6666666666666666
Sorafenib tosylate,Docetaxel,HT29,25.88888888888889
Romidepsin,Cladribine,SK-MEL-5,8.777777777777779
Sorafenib tosylate,Romidepsin,HT29,1.0
Sorafenib tosylate,Romidepsin,A549/ATCC,3.7777777777777777
Sirolimus,Celecoxib,SF-268,-0.5555555555555556
Sorafenib tosylate,Vorinostat,UO-31,-0.5555555555555556
Vinblastine sulfate (hydrate),Dasatinib,U251,-6.5555555555555545
Docetaxel,Fulvestrant,UACC-62,3.333333333333333
Fulvestrant,Paclitaxel,HS 578T,-0.1111111111111111
Mitotane,Celecoxib,NCI-H522,-2.7777777777777777
Nilotinib,Tretinoin,HCT-116,-3.2222222222222223
Vorinostat,Vinblastine sulfate (hydrate),PC-3,-6.0
Vorinostat,Tretinoin,HCT-116,-1.3333333333333333
Vorinostat,Docetaxel,LOX IMVI,-3.7777777777777777
Paclitaxel,Nilotinib,HT29,15.666666666666664
Mitotane,Imatinib mesylate,HT29,-7.222222222222222
Sirolimus,Tretinoin,ACHN,5.888888888888888
Mitotane,Nilotinib,CAKI-1,-13.555555555555555
Nilotinib,Imatinib mesylate,SF-539,-2.1111111111111107
Everolimus,Imatinib mesylate,SW-620,-6.4444444444444455
Docetaxel,Celecoxib,SK-MEL-5,4.4444444444444455
Nilotinib,Celecoxib,KM12,-5.4444444444444455
Dasatinib,Paclitaxel,MDA-MB-231/ATCC,-8.444444444444445
Mitotane,Everolimus,EKVX,3.2222222222222223
Quinacrine hydrochloride,Cladribine,PC-3,-3.555555555555556
Fulvestrant,Romidepsin,HCT-15,5.666666666666668
Sorafenib tosylate,Tamoxifen citrate,UACC-257,0.4444444444444444
Sorafenib tosylate,Nilotinib,NCI-H322M,-11.222222222222221
Paclitaxel,Celecoxib,PC-3,9.444444444444443
Imatinib mesylate,Tamoxifen citrate,UO-31,-1.5555555555555556
Fulvestrant,Vorinostat,OVCAR-3,0.1111111111111111
Nilotinib,Mitotane,HCT-116,-5.888888888888888
Vinblastine sulfate (hydrate),Tretinoin,LOX IMVI,4.888888888888889
Cladribine,Celecoxib,NCI-H322M,-4.333333333333333
Sirolimus,Tamoxifen citrate,ACHN,-0.2222222222222222
Thalidomide,Cladribine,DU-145,-7.4444444444444455
Imatinib mesylate,Cladribine,MDA-MB-231/ATCC,-5.111111111111111
Docetaxel,Vinblastine sulfate (hydrate),NCI-H522,-3.0
Vinblastine sulfate (hydrate),Vorinostat,T-47D,-5.111111111111111
Dasatinib,Docetaxel,A498,-0.4444444444444444
Romidepsin,Sirolimus,UACC-62,-6.888888888888888
Romidepsin,Sirolimus,HCT-116,4.333333333333333
Sirolimus,Celecoxib,MDA-MB-231/ATCC,15.111111111111107
Sorafenib tosylate,Romidepsin,HOP-92,-1.0
Sorafenib tosylate,Dasatinib,A498,-8.333333333333334
Dasatinib,Imatinib mesylate,UACC-257,-8.666666666666666
Sirolimus,Imatinib mesylate,K-562,0.4444444444444444
Docetaxel,Sirolimus,A549/ATCC,6.4444444444444455
Dasatinib,Imatinib mesylate,HL-60(TB),-20.88888888888889
Mitotane,Dasatinib,HOP-62,-2.2222222222222223
Vorinostat,Tamoxifen citrate,K-562,-3.2222222222222223
Docetaxel,Paclitaxel,KM12,-3.0
Dasatinib,Docetaxel,UACC-62,2.888888888888889
Mitotane,Celecoxib,SF-268,-1.4444444444444444
Vinblastine sulfate (hydrate),Romidepsin,U251,-0.8888888888888888
Docetaxel,Cladribine,MDA-MB-468,-0.8888888888888888
Mitotane,Celecoxib,PC-3,-1.4444444444444444
Paclitaxel,Cladribine,K-562,1.2222222222222223
Sorafenib tosylate,Imatinib mesylate,NCI-H460,-2.888888888888889
Sorafenib tosylate,Dasatinib,ACHN,2.6666666666666665
Vorinostat,Cladribine,HL-60(TB),6.666666666666668
Fulvestrant,Sirolimus,SF-539,-9.444444444444443
Paclitaxel,Sirolimus,K-562,1.0
Vinblastine sulfate (hydrate),Celecoxib,MDA-MB-231/ATCC,-5.0
Paclitaxel,Tretinoin,A549/ATCC,14.888888888888893
Nilotinib,Cladribine,MCF7,-0.3333333333333333
Sorafenib tosylate,Tretinoin,OVCAR-8,6.1111111111111125
Docetaxel,Imatinib mesylate,NCI-H226,6.5555555555555545
Everolimus,Cladribine,K-562,-7.4444444444444455
Sorafenib tosylate,Docetaxel,K-562,12.555555555555555
Romidepsin,Tretinoin,UACC-257,3.555555555555556
Mitotane,Docetaxel,HS 578T,6.666666666666668
Sorafenib tosylate,Nilotinib,OVCAR-4,-14.222222222222221
Everolimus,Docetaxel,HCT-116,2.333333333333333
Fulvestrant,Sirolimus,NCI-H460,-2.555555555555556
Sirolimus,Vinblastine sulfate (hydrate),DU-145,-11.0
Tretinoin,Celecoxib,DU-145,-14.333333333333336
Docetaxel,Celecoxib,OVCAR-4,15.222222222222221
Imatinib mesylate,Tamoxifen citrate,A549/ATCC,-1.3333333333333333
Sirolimus,Mitotane,DU-145,-1.1111111111111112
Sirolimus,Nilotinib,SK-OV-3,3.111111111111111
Paclitaxel,Celecoxib,OVCAR-3,26.11111111111111
Paclitaxel,Celecoxib,HCT-116,13.444444444444445
Mitotane,Imatinib mesylate,OVCAR-3,-10.444444444444443
Romidepsin,Paclitaxel,SF-539,0.4444444444444444
Fulvestrant,Vorinostat,SF-539,-8.222222222222221
Docetaxel,Sirolimus,NCI-H522,2.333333333333333
Thalidomide,Vinblastine sulfate (hydrate),SK-MEL-28,-2.555555555555556
Sirolimus,Cladribine,EKVX,-2.2222222222222223
Everolimus,Docetaxel,SK-MEL-28,-1.3333333333333333
Vorinostat,Vinblastine sulfate (hydrate),OVCAR-4,-1.6666666666666667
Dasatinib,Cladribine,KM12,-4.333333333333333
Docetaxel,Vinblastine sulfate (hydrate),KM12,-2.7777777777777777
Everolimus,Sirolimus,A549/ATCC,4.2222222222222205
Sirolimus,Celecoxib,EKVX,0.0
Vinblastine sulfate (hydrate),Paclitaxel,T-47D,-9.777777777777779
Vorinostat,Docetaxel,OVCAR-8,1.3333333333333333
Sirolimus,Mitotane,HL-60(TB),-1.8888888888888888
Mitotane,Sirolimus,IGROV1,-3.888888888888889
Sorafenib tosylate,Vorinostat,RPMI-8226,-11.555555555555555
Sirolimus,Imatinib mesylate,MDA-MB-231/ATCC,-23.11111111111111
Thalidomide,Sirolimus,EKVX,0.8888888888888888
Nilotinib,Imatinib mesylate,PC-3,-11.444444444444445
Quinacrine hydrochloride,Mitotane,SK-MEL-5,-1.2222222222222223
Mitotane,Paclitaxel,NCI-H322M,-0.6666666666666666
Fulvestrant,Dasatinib,HCT-116,-3.0
Paclitaxel,Tretinoin,SW-620,11.222222222222221
Romidepsin,Cladribine,BT-549,1.8888888888888888
Vinblastine sulfate (hydrate),Paclitaxel,BT-549,3.7777777777777777
Vinblastine sulfate (hydrate),Imatinib mesylate,CAKI-1,-1.1111111111111112
Quinacrine hydrochloride,Sirolimus,CAKI-1,-7.333333333333332
Nilotinib,Tretinoin,MDA-MB-231/ATCC,-6.0
Everolimus,Romidepsin,HL-60(TB),-1.3333333333333333
Dasatinib,Paclitaxel,DU-145,-3.2222222222222223
Everolimus,Cladribine,RPMI-8226,-8.666666666666666
Vinblastine sulfate (hydrate),Sirolimus,HOP-62,-1.7777777777777777
Sorafenib tosylate,Docetaxel,UACC-62,18.777777777777786
Vorinostat,Sirolimus,HL-60(TB),-19.88888888888889
Vorinostat,Vinblastine sulfate (hydrate),SF-268,-18.22222222222221
Fulvestrant,Imatinib mesylate,EKVX,-7.4444444444444455
Tretinoin,Cladribine,KM12,-3.555555555555556
Sirolimus,Imatinib mesylate,ACHN,-11.888888888888893
Vorinostat,Imatinib mesylate,HT29,-3.7777777777777777
Romidepsin,Imatinib mesylate,DU-145,-11.888888888888893
Nilotinib,Vinblastine sulfate (hydrate),SF-268,-4.0
Tamoxifen citrate,Tretinoin,OVCAR-4,-3.0
Sorafenib tosylate,Vorinostat,BT-549,-2.7777777777777777
Sorafenib tosylate,Paclitaxel,BT-549,21.777777777777786
Vinblastine sulfate (hydrate),Paclitaxel,SK-OV-3,-0.3333333333333333
Imatinib mesylate,Tamoxifen citrate,NCI-H322M,-1.7777777777777777
Tamoxifen citrate,Tretinoin,A549/ATCC,-2.888888888888889
